ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval+Stemming,32170,SUMM.TXT,0.17120,0.51436,0.25690,4

ROUGE-2+StopWordRemoval+Stemming,32170,SUMM.TXT,0.09997,0.21441,0.13636,4

ROUGE-SU4+StopWordRemoval+Stemming,32170,SUMM.TXT,0.14062,0.23112,0.17485,4

ROUGE-L+StopWordRemoval+Stemming,33029,SUMM.TXT,0.10301,0.63542,0.17728,3

ROUGE-1+StopWordRemoval+Stemming,33029,SUMM.TXT,0.06175,0.69478,0.11341,3

ROUGE-2+StopWordRemoval+Stemming,33029,SUMM.TXT,0.02099,0.16260,0.03718,3

ROUGE-SU4+StopWordRemoval+Stemming,33029,SUMM.TXT,0.03590,0.20329,0.06102,3

ROUGE-L+StopWordRemoval+Stemming,32179,SUMM.TXT,0.15553,0.27957,0.19987,3

ROUGE-1+StopWordRemoval+Stemming,32179,SUMM.TXT,0.14764,0.12909,0.13774,3

ROUGE-2+StopWordRemoval+Stemming,32179,SUMM.TXT,0.05666,0.03852,0.04586,3

ROUGE-SU4+StopWordRemoval+Stemming,32179,SUMM.TXT,0.10153,0.05737,0.07331,3

ROUGE-L+StopWordRemoval+Stemming,30796,SUMM.TXT,0.14977,0.53571,0.23410,3

ROUGE-1+StopWordRemoval+Stemming,30796,SUMM.TXT,0.23602,0.58720,0.33670,3

ROUGE-2+StopWordRemoval+Stemming,30796,SUMM.TXT,0.15327,0.27464,0.19674,3

ROUGE-SU4+StopWordRemoval+Stemming,30796,SUMM.TXT,0.20546,0.28156,0.23757,3

ROUGE-L+StopWordRemoval+Stemming,30795,SUMM.TXT,0.29271,0.56213,0.38496,4

ROUGE-1+StopWordRemoval+Stemming,30795,SUMM.TXT,0.35260,0.79004,0.48759,4

ROUGE-2+StopWordRemoval+Stemming,30795,SUMM.TXT,0.34796,0.51208,0.41436,4

ROUGE-SU4+StopWordRemoval+Stemming,30795,SUMM.TXT,0.36415,0.47541,0.41241,4

ROUGE-L+StopWordRemoval+Stemming,33027,SUMM.TXT,0.06447,0.20536,0.09813,4

ROUGE-1+StopWordRemoval+Stemming,33027,SUMM.TXT,0.14326,0.38827,0.20930,4

ROUGE-2+StopWordRemoval+Stemming,33027,SUMM.TXT,0.08674,0.17000,0.11487,4

ROUGE-SU4+StopWordRemoval+Stemming,33027,SUMM.TXT,0.12114,0.18348,0.14593,4

ROUGE-L+StopWordRemoval+Stemming,30790,SUMM.TXT,0.25246,0.32215,0.28308,4

ROUGE-1+StopWordRemoval+Stemming,30790,SUMM.TXT,0.35378,0.34242,0.34800,4

ROUGE-2+StopWordRemoval+Stemming,30790,SUMM.TXT,0.25279,0.14309,0.18275,4

ROUGE-SU4+StopWordRemoval+Stemming,30790,SUMM.TXT,0.29617,0.13660,0.18697,4

ROUGE-L+StopWordRemoval+Stemming,32177,SUMM.TXT,0.07089,0.27941,0.11309,4

ROUGE-1+StopWordRemoval+Stemming,32177,SUMM.TXT,0.07925,0.40678,0.13266,4

ROUGE-2+StopWordRemoval+Stemming,32177,SUMM.TXT,0.04914,0.17672,0.07690,4

ROUGE-SU4+StopWordRemoval+Stemming,32177,SUMM.TXT,0.06446,0.18509,0.09562,4

ROUGE-L+StopWordRemoval+Stemming,32176,SUMM.TXT,0.15673,0.43056,0.22981,3

ROUGE-1+StopWordRemoval+Stemming,32176,SUMM.TXT,0.15189,0.50073,0.23308,3

ROUGE-2+StopWordRemoval+Stemming,32176,SUMM.TXT,0.04174,0.10619,0.05993,3

ROUGE-SU4+StopWordRemoval+Stemming,32176,SUMM.TXT,0.09385,0.17511,0.12221,3

ROUGE-L+StopWordRemoval+Stemming,31769,SUMM.TXT,0.19965,0.43611,0.27391,4

ROUGE-1+StopWordRemoval+Stemming,31769,SUMM.TXT,0.29169,0.39571,0.33583,4

ROUGE-2+StopWordRemoval+Stemming,31769,SUMM.TXT,0.19527,0.17692,0.18565,4

ROUGE-SU4+StopWordRemoval+Stemming,31769,SUMM.TXT,0.22676,0.15278,0.18256,4

ROUGE-L+StopWordRemoval+Stemming,31648,SUMM.TXT,0.13312,0.46429,0.20691,4

ROUGE-1+StopWordRemoval+Stemming,31648,SUMM.TXT,0.11970,0.44415,0.18857,4

ROUGE-2+StopWordRemoval+Stemming,31648,SUMM.TXT,0.02630,0.06952,0.03816,4

ROUGE-SU4+StopWordRemoval+Stemming,31648,SUMM.TXT,0.07042,0.14543,0.09489,4

ROUGE-L+StopWordRemoval+Stemming,32616,SUMM.TXT,0.05412,0.67165,0.10017,4

ROUGE-1+StopWordRemoval+Stemming,32616,SUMM.TXT,0.03229,0.68353,0.06167,4

ROUGE-2+StopWordRemoval+Stemming,32616,SUMM.TXT,0.02450,0.38697,0.04608,4

ROUGE-SU4+StopWordRemoval+Stemming,32616,SUMM.TXT,0.03148,0.35593,0.05784,4

ROUGE-L+StopWordRemoval+Stemming,32859,SUMM.TXT,0.08703,0.59429,0.15183,3

ROUGE-1+StopWordRemoval+Stemming,32859,SUMM.TXT,0.09236,0.66533,0.16220,3

ROUGE-2+StopWordRemoval+Stemming,32859,SUMM.TXT,0.04670,0.22611,0.07742,3

ROUGE-SU4+StopWordRemoval+Stemming,32859,SUMM.TXT,0.07155,0.24243,0.11049,3

ROUGE-L+StopWordRemoval+Stemming,31766,SUMM.TXT,0.05955,0.44960,0.10518,3

ROUGE-1+StopWordRemoval+Stemming,31766,SUMM.TXT,0.09496,0.44943,0.15679,3

ROUGE-2+StopWordRemoval+Stemming,31766,SUMM.TXT,0.01936,0.07419,0.03071,3

ROUGE-SU4+StopWordRemoval+Stemming,31766,SUMM.TXT,0.06115,0.15945,0.08840,3

ROUGE-L+StopWordRemoval+Stemming,31889,SUMM.TXT,0.06766,0.76923,0.12439,4

ROUGE-1+StopWordRemoval+Stemming,31889,SUMM.TXT,0.03883,0.82258,0.07416,4

ROUGE-2+StopWordRemoval+Stemming,31889,SUMM.TXT,0.02723,0.43333,0.05124,4

ROUGE-SU4+StopWordRemoval+Stemming,31889,SUMM.TXT,0.03410,0.45517,0.06345,4

ROUGE-L+StopWordRemoval+Stemming,32854,SUMM.TXT,0.03339,0.45238,0.06220,3

ROUGE-1+StopWordRemoval+Stemming,32854,SUMM.TXT,0.05226,0.39080,0.09219,3

ROUGE-2+StopWordRemoval+Stemming,32854,SUMM.TXT,0.04317,0.24419,0.07337,3

ROUGE-SU4+StopWordRemoval+Stemming,32854,SUMM.TXT,0.04153,0.18039,0.06752,3

ROUGE-L+StopWordRemoval+Stemming,31646,SUMM.TXT,0.27496,0.58288,0.37366,3

ROUGE-1+StopWordRemoval+Stemming,31646,SUMM.TXT,0.22219,0.55234,0.31690,3

ROUGE-2+StopWordRemoval+Stemming,31646,SUMM.TXT,0.13400,0.23833,0.17155,3

ROUGE-SU4+StopWordRemoval+Stemming,31646,SUMM.TXT,0.17879,0.25213,0.20922,3

ROUGE-L+StopWordRemoval+Stemming,32734,SUMM.TXT,0.12310,0.33333,0.17980,3

ROUGE-1+StopWordRemoval+Stemming,32734,SUMM.TXT,0.10558,0.38813,0.16600,3

ROUGE-2+StopWordRemoval+Stemming,32734,SUMM.TXT,0.06927,0.17130,0.09865,3

ROUGE-SU4+StopWordRemoval+Stemming,32734,SUMM.TXT,0.09444,0.16714,0.12069,3

ROUGE-L+StopWordRemoval+Stemming,31509,SUMM.TXT,0.11779,0.44805,0.18654,4

ROUGE-1+StopWordRemoval+Stemming,31509,SUMM.TXT,0.09388,0.51148,0.15864,4

ROUGE-2+StopWordRemoval+Stemming,31509,SUMM.TXT,0.03172,0.13228,0.05117,4

ROUGE-SU4+StopWordRemoval+Stemming,31509,SUMM.TXT,0.05321,0.15718,0.07950,4

ROUGE-L+StopWordRemoval+Stemming,33130,SUMM.TXT,0.12996,0.36752,0.19202,3

ROUGE-1+StopWordRemoval+Stemming,33130,SUMM.TXT,0.17944,0.53291,0.26848,3

ROUGE-2+StopWordRemoval+Stemming,33130,SUMM.TXT,0.05219,0.11966,0.07268,3

ROUGE-SU4+StopWordRemoval+Stemming,33130,SUMM.TXT,0.11584,0.20473,0.14796,3

ROUGE-L+StopWordRemoval+Stemming,32163,SUMM.TXT,0.35129,0.46678,0.40088,3

ROUGE-1+StopWordRemoval+Stemming,32163,SUMM.TXT,0.37237,0.54906,0.44378,3

ROUGE-2+StopWordRemoval+Stemming,32163,SUMM.TXT,0.36032,0.17054,0.23151,3

ROUGE-SU4+StopWordRemoval+Stemming,32163,SUMM.TXT,0.37493,0.20846,0.26794,3

ROUGE-L+StopWordRemoval+Stemming,32042,SUMM.TXT,0.08300,0.77333,0.14991,3

ROUGE-1+StopWordRemoval+Stemming,32042,SUMM.TXT,0.14108,0.84688,0.24186,3

ROUGE-2+StopWordRemoval+Stemming,32042,SUMM.TXT,0.10996,0.49524,0.17996,3

ROUGE-SU4+StopWordRemoval+Stemming,32042,SUMM.TXT,0.11995,0.46066,0.19034,3

ROUGE-L+StopWordRemoval+Stemming,31074,SUMM.TXT,0.10823,0.65833,0.18591,3

ROUGE-1+StopWordRemoval+Stemming,31074,SUMM.TXT,0.06605,0.76730,0.12163,3

ROUGE-2+StopWordRemoval+Stemming,31074,SUMM.TXT,0.04314,0.38462,0.07758,3

ROUGE-SU4+StopWordRemoval+Stemming,31074,SUMM.TXT,0.06269,0.44444,0.10988,3

ROUGE-L+StopWordRemoval+Stemming,31872,SUMM.TXT,0.08872,0.78846,0.15950,4

ROUGE-1+StopWordRemoval+Stemming,31872,SUMM.TXT,0.06600,0.85671,0.12256,4

ROUGE-2+StopWordRemoval+Stemming,31872,SUMM.TXT,0.06285,0.58951,0.11360,4

ROUGE-SU4+StopWordRemoval+Stemming,31872,SUMM.TXT,0.08213,0.55437,0.14306,4

ROUGE-L+StopWordRemoval+Stemming,30783,SUMM.TXT,0.07638,0.30303,0.12201,3

ROUGE-1+StopWordRemoval+Stemming,30783,SUMM.TXT,0.11740,0.30028,0.16880,3

ROUGE-2+StopWordRemoval+Stemming,30783,SUMM.TXT,0.05873,0.11667,0.07813,3

ROUGE-SU4+StopWordRemoval+Stemming,30783,SUMM.TXT,0.09324,0.14846,0.11454,3

ROUGE-L+StopWordRemoval+Stemming,33018,SUMM.TXT,0.14921,0.23035,0.18111,3

ROUGE-1+StopWordRemoval+Stemming,33018,SUMM.TXT,0.23276,0.35692,0.28177,3

ROUGE-2+StopWordRemoval+Stemming,33018,SUMM.TXT,0.10248,0.10082,0.10164,3

ROUGE-SU4+StopWordRemoval+Stemming,33018,SUMM.TXT,0.19551,0.14345,0.16548,3

ROUGE-L+StopWordRemoval+Stemming,30782,SUMM.TXT,0.10027,0.55458,0.16983,3

ROUGE-1+StopWordRemoval+Stemming,30782,SUMM.TXT,0.06381,0.62342,0.11577,3

ROUGE-2+StopWordRemoval+Stemming,30782,SUMM.TXT,0.03101,0.16972,0.05244,3

ROUGE-SU4+StopWordRemoval+Stemming,30782,SUMM.TXT,0.04338,0.20723,0.07175,3

ROUGE-L+StopWordRemoval+Stemming,30785,SUMM.TXT,0.08314,0.38768,0.13691,4

ROUGE-1+StopWordRemoval+Stemming,30785,SUMM.TXT,0.10435,0.39831,0.16537,4

ROUGE-2+StopWordRemoval+Stemming,30785,SUMM.TXT,0.02036,0.06392,0.03088,4

ROUGE-SU4+StopWordRemoval+Stemming,30785,SUMM.TXT,0.06340,0.13543,0.08637,4

ROUGE-L+StopWordRemoval+Stemming,31632,SUMM.TXT,0.16545,0.39234,0.23275,4

ROUGE-1+StopWordRemoval+Stemming,31632,SUMM.TXT,0.18825,0.49430,0.27266,4

ROUGE-2+StopWordRemoval+Stemming,31632,SUMM.TXT,0.04983,0.09739,0.06593,4

ROUGE-SU4+StopWordRemoval+Stemming,31632,SUMM.TXT,0.13427,0.18426,0.15534,4

ROUGE-L+StopWordRemoval+Stemming,32168,SUMM.TXT,0.10813,0.66082,0.18585,3

ROUGE-1+StopWordRemoval+Stemming,32168,SUMM.TXT,0.11658,0.43089,0.18352,3

ROUGE-2+StopWordRemoval+Stemming,32168,SUMM.TXT,0.06046,0.10723,0.07732,3

ROUGE-SU4+StopWordRemoval+Stemming,32168,SUMM.TXT,0.08798,0.16398,0.11451,3

ROUGE-L+StopWordRemoval+Stemming,31631,SUMM.TXT,0.11090,0.40741,0.17434,3

ROUGE-1+StopWordRemoval+Stemming,31631,SUMM.TXT,0.12025,0.45833,0.19051,3

ROUGE-2+StopWordRemoval+Stemming,31631,SUMM.TXT,0.03187,0.09524,0.04776,3

ROUGE-SU4+StopWordRemoval+Stemming,31631,SUMM.TXT,0.08132,0.17854,0.11174,3

ROUGE-L+StopWordRemoval+Stemming,31076,SUMM.TXT,0.18260,0.61202,0.28127,3

ROUGE-1+StopWordRemoval+Stemming,31076,SUMM.TXT,0.27329,0.52402,0.35923,3

ROUGE-2+StopWordRemoval+Stemming,31076,SUMM.TXT,0.10498,0.15234,0.12430,3

ROUGE-SU4+StopWordRemoval+Stemming,31076,SUMM.TXT,0.18638,0.18212,0.18422,3

ROUGE-L+StopWordRemoval+Stemming,30781,SUMM.TXT,0.06570,0.35811,0.11103,4

ROUGE-1+StopWordRemoval+Stemming,30781,SUMM.TXT,0.06589,0.44898,0.11492,4

ROUGE-2+StopWordRemoval+Stemming,30781,SUMM.TXT,0.03120,0.14062,0.05107,4

ROUGE-SU4+StopWordRemoval+Stemming,30781,SUMM.TXT,0.03974,0.13723,0.06163,4

ROUGE-L+StopWordRemoval+Stemming,32165,SUMM.TXT,0.03263,0.34568,0.05963,3

ROUGE-1+StopWordRemoval+Stemming,32165,SUMM.TXT,0.03539,0.50725,0.06616,3

ROUGE-2+StopWordRemoval+Stemming,32165,SUMM.TXT,0.01950,0.22222,0.03585,3

ROUGE-SU4+StopWordRemoval+Stemming,32165,SUMM.TXT,0.02401,0.21667,0.04322,3

ROUGE-L+StopWordRemoval+Stemming,32286,SUMM.TXT,0.38337,0.30202,0.33787,4

ROUGE-1+StopWordRemoval+Stemming,32286,SUMM.TXT,0.42614,0.32052,0.36586,4

ROUGE-2+StopWordRemoval+Stemming,32286,SUMM.TXT,0.29977,0.12253,0.17396,4

ROUGE-SU4+StopWordRemoval+Stemming,32286,SUMM.TXT,0.36451,0.11941,0.17989,4

ROUGE-L+StopWordRemoval+Stemming,32044,SUMM.TXT,0.07508,0.73333,0.13621,5

ROUGE-1+StopWordRemoval+Stemming,32044,SUMM.TXT,0.06372,0.84828,0.11853,5

ROUGE-2+StopWordRemoval+Stemming,32044,SUMM.TXT,0.07019,0.64651,0.12663,5

ROUGE-SU4+StopWordRemoval+Stemming,32044,SUMM.TXT,0.08945,0.61929,0.15633,5

ROUGE-L+StopWordRemoval+Stemming,32849,SUMM.TXT,0.08168,0.78060,0.14788,3

ROUGE-1+StopWordRemoval+Stemming,32849,SUMM.TXT,0.05718,0.84665,0.10713,3

ROUGE-2+StopWordRemoval+Stemming,32849,SUMM.TXT,0.04216,0.32670,0.07468,3

ROUGE-SU4+StopWordRemoval+Stemming,32849,SUMM.TXT,0.05146,0.37463,0.09049,3

ROUGE-L+StopWordRemoval+Stemming,31517,SUMM.TXT,0.07016,0.43293,0.12075,4

ROUGE-1+StopWordRemoval+Stemming,31517,SUMM.TXT,0.04512,0.49627,0.08273,4

ROUGE-2+StopWordRemoval+Stemming,31517,SUMM.TXT,0.02909,0.26136,0.05235,4

ROUGE-SU4+StopWordRemoval+Stemming,31517,SUMM.TXT,0.04119,0.26846,0.07142,4

ROUGE-L+StopWordRemoval+Stemming,31879,SUMM.TXT,0.11899,0.49298,0.19171,4

ROUGE-1+StopWordRemoval+Stemming,31879,SUMM.TXT,0.11497,0.65845,0.19576,4

ROUGE-2+StopWordRemoval+Stemming,31879,SUMM.TXT,0.05160,0.22090,0.08366,4

ROUGE-SU4+StopWordRemoval+Stemming,31879,SUMM.TXT,0.08876,0.30359,0.13736,4

ROUGE-L+StopWordRemoval+Stemming,32848,SUMM.TXT,0.14142,0.37908,0.20600,3

ROUGE-1+StopWordRemoval+Stemming,32848,SUMM.TXT,0.21958,0.46667,0.29864,3

ROUGE-2+StopWordRemoval+Stemming,32848,SUMM.TXT,0.05335,0.09034,0.06708,3

ROUGE-SU4+StopWordRemoval+Stemming,32848,SUMM.TXT,0.15010,0.14147,0.14566,3

ROUGE-L+StopWordRemoval+Stemming,32966,SUMM.TXT,0.20743,0.60116,0.30844,3

ROUGE-1+StopWordRemoval+Stemming,32966,SUMM.TXT,0.17068,0.61139,0.26687,3

ROUGE-2+StopWordRemoval+Stemming,32966,SUMM.TXT,0.07982,0.21017,0.11570,3

ROUGE-SU4+StopWordRemoval+Stemming,32966,SUMM.TXT,0.13266,0.24015,0.17091,3

ROUGE-L+StopWordRemoval+Stemming,31513,SUMM.TXT,0.09731,0.35859,0.15308,3

ROUGE-1+StopWordRemoval+Stemming,31513,SUMM.TXT,0.13790,0.40041,0.20515,3

ROUGE-2+StopWordRemoval+Stemming,31513,SUMM.TXT,0.03256,0.06339,0.04303,3

ROUGE-SU4+StopWordRemoval+Stemming,31513,SUMM.TXT,0.08816,0.14362,0.10926,3

ROUGE-L+StopWordRemoval+Stemming,31755,SUMM.TXT,0.35243,0.35000,0.35121,4

ROUGE-1+StopWordRemoval+Stemming,31755,SUMM.TXT,0.37250,0.38372,0.37803,4

ROUGE-2+StopWordRemoval+Stemming,31755,SUMM.TXT,0.29813,0.11111,0.16189,4

ROUGE-SU4+StopWordRemoval+Stemming,31755,SUMM.TXT,0.34898,0.15206,0.21182,4

ROUGE-L+StopWordRemoval+Stemming,31634,SUMM.TXT,0.16623,0.40878,0.23635,4

ROUGE-1+StopWordRemoval+Stemming,31634,SUMM.TXT,0.19558,0.47293,0.27672,4

ROUGE-2+StopWordRemoval+Stemming,31634,SUMM.TXT,0.04756,0.08494,0.06097,4

ROUGE-SU4+StopWordRemoval+Stemming,31634,SUMM.TXT,0.12958,0.18226,0.15147,4

ROUGE-L+StopWordRemoval+Stemming,31633,SUMM.TXT,0.04204,0.53571,0.07796,4

ROUGE-1+StopWordRemoval+Stemming,31633,SUMM.TXT,0.17486,0.18692,0.18069,4

ROUGE-2+StopWordRemoval+Stemming,31633,SUMM.TXT,0.08930,0.05758,0.07002,4

ROUGE-SU4+StopWordRemoval+Stemming,31633,SUMM.TXT,0.12554,0.06060,0.08174,4

ROUGE-L+StopWordRemoval+Stemming,31512,SUMM.TXT,0.09570,0.50568,0.16094,4

ROUGE-1+StopWordRemoval+Stemming,31512,SUMM.TXT,0.10494,0.69063,0.18220,4

ROUGE-2+StopWordRemoval+Stemming,31512,SUMM.TXT,0.06597,0.31329,0.10899,4

ROUGE-SU4+StopWordRemoval+Stemming,31512,SUMM.TXT,0.09410,0.32821,0.14627,4

ROUGE-L+StopWordRemoval+Stemming,32964,SUMM.TXT,0.15288,0.27874,0.19746,4

ROUGE-1+StopWordRemoval+Stemming,32964,SUMM.TXT,0.34917,0.17835,0.23610,4

ROUGE-2+StopWordRemoval+Stemming,32964,SUMM.TXT,0.09792,0.03356,0.04999,4

ROUGE-SU4+StopWordRemoval+Stemming,32964,SUMM.TXT,0.25583,0.06484,0.10346,4

ROUGE-L+StopWordRemoval+Stemming,31757,SUMM.TXT,0.31565,0.52083,0.39307,4

ROUGE-1+StopWordRemoval+Stemming,31757,SUMM.TXT,0.36761,0.52412,0.43213,4

ROUGE-2+StopWordRemoval+Stemming,31757,SUMM.TXT,0.28367,0.22947,0.25371,4

ROUGE-SU4+StopWordRemoval+Stemming,31757,SUMM.TXT,0.32796,0.20500,0.25230,4

ROUGE-L+StopWordRemoval+Stemming,31514,SUMM.TXT,0.14697,0.44940,0.22150,4

ROUGE-1+StopWordRemoval+Stemming,31514,SUMM.TXT,0.15181,0.53784,0.23678,4

ROUGE-2+StopWordRemoval+Stemming,31514,SUMM.TXT,0.04917,0.12500,0.07058,4

ROUGE-SU4+StopWordRemoval+Stemming,31514,SUMM.TXT,0.10345,0.20601,0.13774,4

ROUGE-L+StopWordRemoval+Stemming,32602,SUMM.TXT,0.08300,0.61220,0.14619,6

ROUGE-1+StopWordRemoval+Stemming,32602,SUMM.TXT,0.15752,0.43873,0.23181,6

ROUGE-2+StopWordRemoval+Stemming,32602,SUMM.TXT,0.12915,0.15983,0.14286,6

ROUGE-SU4+StopWordRemoval+Stemming,32602,SUMM.TXT,0.13209,0.14810,0.13964,6

ROUGE-L+StopWordRemoval+Stemming,32272,SUMM.TXT,0.24275,0.40696,0.30410,4

ROUGE-1+StopWordRemoval+Stemming,32272,SUMM.TXT,0.28860,0.34838,0.31569,4

ROUGE-2+StopWordRemoval+Stemming,32272,SUMM.TXT,0.10803,0.09054,0.09851,4

ROUGE-SU4+StopWordRemoval+Stemming,32272,SUMM.TXT,0.22761,0.14336,0.17592,4

ROUGE-L+StopWordRemoval+Stemming,31061,SUMM.TXT,0.12512,0.34444,0.18356,3

ROUGE-1+StopWordRemoval+Stemming,31061,SUMM.TXT,0.15423,0.40050,0.22270,3

ROUGE-2+StopWordRemoval+Stemming,31061,SUMM.TXT,0.06733,0.10777,0.08288,3

ROUGE-SU4+StopWordRemoval+Stemming,31061,SUMM.TXT,0.13783,0.16364,0.14963,3

ROUGE-L+StopWordRemoval+Stemming,32394,SUMM.TXT,0.21031,0.40860,0.27769,3

ROUGE-1+StopWordRemoval+Stemming,32394,SUMM.TXT,0.27132,0.46420,0.34247,3

ROUGE-2+StopWordRemoval+Stemming,32394,SUMM.TXT,0.08243,0.12935,0.10069,3

ROUGE-SU4+StopWordRemoval+Stemming,32394,SUMM.TXT,0.16327,0.17193,0.16749,3

ROUGE-L+StopWordRemoval+Stemming,31063,SUMM.TXT,0.14081,0.45854,0.21546,3

ROUGE-1+StopWordRemoval+Stemming,31063,SUMM.TXT,0.20573,0.61145,0.30787,3

ROUGE-2+StopWordRemoval+Stemming,31063,SUMM.TXT,0.10629,0.21605,0.14248,3

ROUGE-SU4+StopWordRemoval+Stemming,31063,SUMM.TXT,0.17116,0.26004,0.20644,3

ROUGE-L+StopWordRemoval+Stemming,32392,SUMM.TXT,0.11851,0.76705,0.20530,4

ROUGE-1+StopWordRemoval+Stemming,32392,SUMM.TXT,0.14650,0.82826,0.24897,4

ROUGE-2+StopWordRemoval+Stemming,32392,SUMM.TXT,0.10058,0.41667,0.16204,4

ROUGE-SU4+StopWordRemoval+Stemming,32392,SUMM.TXT,0.11674,0.38407,0.17905,4

ROUGE-L+StopWordRemoval+Stemming,32150,SUMM.TXT,0.39418,0.69958,0.50425,3

ROUGE-1+StopWordRemoval+Stemming,32150,SUMM.TXT,0.37076,0.72677,0.49102,3

ROUGE-2+StopWordRemoval+Stemming,32150,SUMM.TXT,0.30559,0.31574,0.31058,3

ROUGE-SU4+StopWordRemoval+Stemming,32150,SUMM.TXT,0.32774,0.29794,0.31213,3

ROUGE-L+StopWordRemoval+Stemming,30895,SUMM.TXT,0.06651,0.45198,0.11596,3

ROUGE-1+StopWordRemoval+Stemming,30895,SUMM.TXT,0.10744,0.14440,0.12321,3

ROUGE-2+StopWordRemoval+Stemming,30895,SUMM.TXT,0.01131,0.01036,0.01082,3

ROUGE-SU4+StopWordRemoval+Stemming,30895,SUMM.TXT,0.05961,0.04078,0.04843,3

ROUGE-L+StopWordRemoval+Stemming,31984,SUMM.TXT,0.00000,0.00000,0.00000,3

ROUGE-1+StopWordRemoval+Stemming,31984,SUMM.TXT,0.00219,1.00000,0.00437,3

ROUGE-2+StopWordRemoval+Stemming,31984,SUMM.TXT,0.00000,0.00000,0.00000,3

ROUGE-SU4+StopWordRemoval+Stemming,31984,SUMM.TXT,0.00079,1.00000,0.00158,3

ROUGE-L+StopWordRemoval+Stemming,32157,SUMM.TXT,0.11894,0.45699,0.18876,3

ROUGE-1+StopWordRemoval+Stemming,32157,SUMM.TXT,0.13226,0.58854,0.21598,3

ROUGE-2+StopWordRemoval+Stemming,32157,SUMM.TXT,0.04321,0.14698,0.06679,3

ROUGE-SU4+StopWordRemoval+Stemming,32157,SUMM.TXT,0.09328,0.23915,0.13421,3

ROUGE-L+StopWordRemoval+Stemming,30894,SUMM.TXT,0.07741,0.42692,0.13106,4

ROUGE-1+StopWordRemoval+Stemming,30894,SUMM.TXT,0.10083,0.49346,0.16745,4

ROUGE-2+StopWordRemoval+Stemming,30894,SUMM.TXT,0.02986,0.11842,0.04769,4

ROUGE-SU4+StopWordRemoval+Stemming,30894,SUMM.TXT,0.06063,0.17947,0.09064,4

ROUGE-L+StopWordRemoval+Stemming,31983,SUMM.TXT,0.39039,0.47143,0.42710,3

ROUGE-1+StopWordRemoval+Stemming,31983,SUMM.TXT,0.43535,0.61667,0.51038,3

ROUGE-2+StopWordRemoval+Stemming,31983,SUMM.TXT,0.38817,0.32216,0.35210,3

ROUGE-SU4+StopWordRemoval+Stemming,31983,SUMM.TXT,0.42304,0.34007,0.37705,3

ROUGE-L+StopWordRemoval+Stemming,31620,SUMM.TXT,0.14286,0.48898,0.22112,4

ROUGE-1+StopWordRemoval+Stemming,31620,SUMM.TXT,0.15766,0.52494,0.24249,4

ROUGE-2+StopWordRemoval+Stemming,31620,SUMM.TXT,0.09290,0.22607,0.13169,4

ROUGE-SU4+StopWordRemoval+Stemming,31620,SUMM.TXT,0.13958,0.27984,0.18625,4

ROUGE-L+StopWordRemoval+Stemming,32034,SUMM.TXT,0.18830,0.41566,0.25918,4

ROUGE-1+StopWordRemoval+Stemming,32034,SUMM.TXT,0.18736,0.39631,0.25443,4

ROUGE-2+StopWordRemoval+Stemming,32034,SUMM.TXT,0.06570,0.11000,0.08227,4

ROUGE-SU4+StopWordRemoval+Stemming,32034,SUMM.TXT,0.11835,0.14167,0.12896,4

ROUGE-L+StopWordRemoval+Stemming,32155,SUMM.TXT,0.09620,0.47843,0.16019,3

ROUGE-1+StopWordRemoval+Stemming,32155,SUMM.TXT,0.09946,0.49749,0.16577,3

ROUGE-2+StopWordRemoval+Stemming,32155,SUMM.TXT,0.01960,0.08586,0.03191,3

ROUGE-SU4+StopWordRemoval+Stemming,32155,SUMM.TXT,0.05290,0.16244,0.07980,3

ROUGE-L+StopWordRemoval+Stemming,31064,SUMM.TXT,0.09566,0.56481,0.16361,3

ROUGE-1+StopWordRemoval+Stemming,31064,SUMM.TXT,0.08365,0.63690,0.14788,3

ROUGE-2+StopWordRemoval+Stemming,31064,SUMM.TXT,0.03896,0.24242,0.06713,3

ROUGE-SU4+StopWordRemoval+Stemming,31064,SUMM.TXT,0.05691,0.24198,0.09215,3

ROUGE-L+StopWordRemoval+Stemming,32156,SUMM.TXT,0.13161,0.34677,0.19080,4

ROUGE-1+StopWordRemoval+Stemming,32156,SUMM.TXT,0.10825,0.45975,0.17524,4

ROUGE-2+StopWordRemoval+Stemming,32156,SUMM.TXT,0.04089,0.12607,0.06176,4

ROUGE-SU4+StopWordRemoval+Stemming,32156,SUMM.TXT,0.08812,0.19267,0.12093,4

ROUGE-L+StopWordRemoval+Stemming,32032,SUMM.TXT,0.08313,0.44762,0.14022,3

ROUGE-1+StopWordRemoval+Stemming,32032,SUMM.TXT,0.05489,0.37449,0.09575,3

