ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval+Stemming,32032,SUMM.TXT,0.01074,0.04555,0.01738,3

ROUGE-SU4+StopWordRemoval+Stemming,32032,SUMM.TXT,0.02490,0.09917,0.03980,3

ROUGE-L+StopWordRemoval+Stemming,32717,SUMM.TXT,0.07173,0.40000,0.12165,3

ROUGE-1+StopWordRemoval+Stemming,32717,SUMM.TXT,0.10498,0.48333,0.17249,3

ROUGE-2+StopWordRemoval+Stemming,32717,SUMM.TXT,0.02310,0.10101,0.03760,3

ROUGE-SU4+StopWordRemoval+Stemming,32717,SUMM.TXT,0.05869,0.17619,0.08805,3

ROUGE-L+StopWordRemoval+Stemming,31506,SUMM.TXT,0.14090,0.62857,0.23019,3

ROUGE-1+StopWordRemoval+Stemming,31506,SUMM.TXT,0.18898,0.66235,0.29406,3

ROUGE-2+StopWordRemoval+Stemming,31506,SUMM.TXT,0.13122,0.39151,0.19656,3

ROUGE-SU4+StopWordRemoval+Stemming,31506,SUMM.TXT,0.15932,0.36867,0.22250,3

ROUGE-L+StopWordRemoval+Stemming,30779,SUMM.TXT,0.02924,0.38889,0.05439,4

ROUGE-1+StopWordRemoval+Stemming,30779,SUMM.TXT,0.01010,0.40278,0.01971,4

ROUGE-2+StopWordRemoval+Stemming,30779,SUMM.TXT,0.00410,0.08824,0.00784,4

ROUGE-SU4+StopWordRemoval+Stemming,30779,SUMM.TXT,0.00564,0.12812,0.01080,4

ROUGE-L+StopWordRemoval+Stemming,31508,SUMM.TXT,0.05787,0.59259,0.10544,3

ROUGE-1+StopWordRemoval+Stemming,31508,SUMM.TXT,0.03331,0.58696,0.06304,3

ROUGE-2+StopWordRemoval+Stemming,31508,SUMM.TXT,0.01062,0.14815,0.01982,3

ROUGE-SU4+StopWordRemoval+Stemming,31508,SUMM.TXT,0.01990,0.18788,0.03599,3

ROUGE-L+StopWordRemoval+Stemming,31628,SUMM.TXT,0.07546,0.56863,0.13324,3

ROUGE-1+StopWordRemoval+Stemming,31628,SUMM.TXT,0.07354,0.70370,0.13316,3

ROUGE-2+StopWordRemoval+Stemming,31628,SUMM.TXT,0.05992,0.43011,0.10518,3

ROUGE-SU4+StopWordRemoval+Stemming,31628,SUMM.TXT,0.07675,0.42623,0.13008,3

ROUGE-L+StopWordRemoval+Stemming,30897,SUMM.TXT,0.07676,0.46226,0.13166,3

ROUGE-1+StopWordRemoval+Stemming,30897,SUMM.TXT,0.05036,0.51092,0.09169,3

ROUGE-2+StopWordRemoval+Stemming,30897,SUMM.TXT,0.00440,0.03823,0.00789,3

ROUGE-SU4+StopWordRemoval+Stemming,30897,SUMM.TXT,0.02190,0.12703,0.03736,3

ROUGE-L+StopWordRemoval+Stemming,31623,SUMM.TXT,0.36936,0.57636,0.45020,4

ROUGE-1+StopWordRemoval+Stemming,31623,SUMM.TXT,0.40669,0.59251,0.48232,4

ROUGE-2+StopWordRemoval+Stemming,31623,SUMM.TXT,0.32193,0.29894,0.31001,4

ROUGE-SU4+StopWordRemoval+Stemming,31623,SUMM.TXT,0.37506,0.30006,0.33339,4

ROUGE-L+StopWordRemoval+Stemming,30778,SUMM.TXT,0.12006,0.63158,0.20176,3

ROUGE-1+StopWordRemoval+Stemming,30778,SUMM.TXT,0.06961,0.68605,0.12640,3

ROUGE-2+StopWordRemoval+Stemming,30778,SUMM.TXT,0.02875,0.26667,0.05190,3

ROUGE-SU4+StopWordRemoval+Stemming,30778,SUMM.TXT,0.04623,0.26429,0.07869,3

ROUGE-L+StopWordRemoval+Stemming,30899,SUMM.TXT,0.11435,0.56850,0.19040,3

ROUGE-1+StopWordRemoval+Stemming,30899,SUMM.TXT,0.16696,0.58308,0.25959,3

ROUGE-2+StopWordRemoval+Stemming,30899,SUMM.TXT,0.07556,0.18650,0.10755,3

ROUGE-SU4+StopWordRemoval+Stemming,30899,SUMM.TXT,0.12033,0.20885,0.15269,3

ROUGE-L+StopWordRemoval+Stemming,32954,SUMM.TXT,0.04174,0.42500,0.07602,4

ROUGE-1+StopWordRemoval+Stemming,32954,SUMM.TXT,0.03164,0.47321,0.05932,4

ROUGE-2+StopWordRemoval+Stemming,32954,SUMM.TXT,0.00036,0.03704,0.00070,4

ROUGE-SU4+StopWordRemoval+Stemming,32954,SUMM.TXT,0.01292,0.13077,0.02352,4

ROUGE-L+StopWordRemoval+Stemming,31866,SUMM.TXT,0.11888,0.54861,0.19542,4

ROUGE-1+StopWordRemoval+Stemming,31866,SUMM.TXT,0.06534,0.64453,0.11866,4

ROUGE-2+StopWordRemoval+Stemming,31866,SUMM.TXT,0.06071,0.44841,0.10695,4

ROUGE-SU4+StopWordRemoval+Stemming,31866,SUMM.TXT,0.07763,0.43871,0.13192,4

ROUGE-L+StopWordRemoval+Stemming,30777,SUMM.TXT,0.08767,0.44961,0.14673,3

ROUGE-1+StopWordRemoval+Stemming,30777,SUMM.TXT,0.07704,0.58943,0.13627,3

ROUGE-2+StopWordRemoval+Stemming,30777,SUMM.TXT,0.05739,0.35391,0.09877,3

ROUGE-SU4+StopWordRemoval+Stemming,30777,SUMM.TXT,0.06924,0.36250,0.11627,3

ROUGE-L+StopWordRemoval+Stemming,31987,SUMM.TXT,0.03177,0.36000,0.05839,3

ROUGE-1+StopWordRemoval+Stemming,31987,SUMM.TXT,0.02096,0.26667,0.03886,3

ROUGE-2+StopWordRemoval+Stemming,31987,SUMM.TXT,0.00187,0.02041,0.00342,3

ROUGE-SU4+StopWordRemoval+Stemming,31987,SUMM.TXT,0.00865,0.06528,0.01528,3

ROUGE-L+StopWordRemoval+Stemming,31608,SUMM.TXT,0.20290,0.70455,0.31507,4

ROUGE-1+StopWordRemoval+Stemming,31608,SUMM.TXT,0.28262,0.76879,0.41330,4

ROUGE-2+StopWordRemoval+Stemming,31608,SUMM.TXT,0.23322,0.43605,0.30390,4

ROUGE-SU4+StopWordRemoval+Stemming,31608,SUMM.TXT,0.26745,0.40322,0.32159,4

ROUGE-L+StopWordRemoval+Stemming,32939,SUMM.TXT,0.41044,0.52004,0.45879,3

ROUGE-1+StopWordRemoval+Stemming,32939,SUMM.TXT,0.48995,0.61572,0.54568,3

ROUGE-2+StopWordRemoval+Stemming,32939,SUMM.TXT,0.42660,0.31953,0.36538,3

ROUGE-SU4+StopWordRemoval+Stemming,32939,SUMM.TXT,0.47231,0.28548,0.35586,3

ROUGE-L+StopWordRemoval+Stemming,31050,SUMM.TXT,0.10749,0.41772,0.17098,3

ROUGE-1+StopWordRemoval+Stemming,31050,SUMM.TXT,0.17267,0.54620,0.26239,3

ROUGE-2+StopWordRemoval+Stemming,31050,SUMM.TXT,0.07699,0.16915,0.10582,3

ROUGE-SU4+StopWordRemoval+Stemming,31050,SUMM.TXT,0.14702,0.21400,0.17430,3

ROUGE-L+StopWordRemoval+Stemming,32140,SUMM.TXT,0.17445,0.48291,0.25631,3

ROUGE-1+StopWordRemoval+Stemming,32140,SUMM.TXT,0.18396,0.49617,0.26841,3

ROUGE-2+StopWordRemoval+Stemming,32140,SUMM.TXT,0.07040,0.09827,0.08203,3

ROUGE-SU4+StopWordRemoval+Stemming,32140,SUMM.TXT,0.13601,0.17946,0.15474,3

ROUGE-L+StopWordRemoval+Stemming,31292,SUMM.TXT,0.15034,0.62500,0.24237,3

ROUGE-1+StopWordRemoval+Stemming,31292,SUMM.TXT,0.19197,0.64912,0.29632,3

ROUGE-2+StopWordRemoval+Stemming,31292,SUMM.TXT,0.12799,0.32628,0.18386,3

ROUGE-SU4+StopWordRemoval+Stemming,31292,SUMM.TXT,0.17336,0.32482,0.22607,3

ROUGE-L+StopWordRemoval+Stemming,32020,SUMM.TXT,0.05858,0.37440,0.10131,3

ROUGE-1+StopWordRemoval+Stemming,32020,SUMM.TXT,0.03531,0.43379,0.06531,3

ROUGE-2+StopWordRemoval+Stemming,32020,SUMM.TXT,0.01808,0.15278,0.03234,3

ROUGE-SU4+StopWordRemoval+Stemming,32020,SUMM.TXT,0.02697,0.18967,0.04722,3

ROUGE-L+StopWordRemoval+Stemming,32141,SUMM.TXT,0.35994,0.45739,0.40285,4

ROUGE-1+StopWordRemoval+Stemming,32141,SUMM.TXT,0.41429,0.55166,0.47321,4

ROUGE-2+StopWordRemoval+Stemming,32141,SUMM.TXT,0.27341,0.21667,0.24175,4

ROUGE-SU4+StopWordRemoval+Stemming,32141,SUMM.TXT,0.35512,0.23996,0.28640,4

ROUGE-L+StopWordRemoval+Stemming,32380,SUMM.TXT,0.01501,0.53333,0.02920,3

ROUGE-1+StopWordRemoval+Stemming,32380,SUMM.TXT,0.01185,0.61111,0.02324,3

ROUGE-2+StopWordRemoval+Stemming,32380,SUMM.TXT,0.00000,0.00000,0.00000,3

ROUGE-SU4+StopWordRemoval+Stemming,32380,SUMM.TXT,0.00503,0.23333,0.00984,3

ROUGE-L+StopWordRemoval+Stemming,31290,SUMM.TXT,0.23933,0.51194,0.32617,3

ROUGE-1+StopWordRemoval+Stemming,31290,SUMM.TXT,0.33635,0.40443,0.36726,3

ROUGE-2+StopWordRemoval+Stemming,31290,SUMM.TXT,0.23989,0.18608,0.20959,3

ROUGE-SU4+StopWordRemoval+Stemming,31290,SUMM.TXT,0.29778,0.18131,0.22539,3

ROUGE-L+StopWordRemoval+Stemming,32148,SUMM.TXT,0.02765,0.41026,0.05181,3

ROUGE-1+StopWordRemoval+Stemming,32148,SUMM.TXT,0.02227,0.46032,0.04248,3

ROUGE-2+StopWordRemoval+Stemming,32148,SUMM.TXT,0.00021,0.00813,0.00042,3

ROUGE-SU4+StopWordRemoval+Stemming,32148,SUMM.TXT,0.01020,0.11667,0.01876,3

ROUGE-L+StopWordRemoval+Stemming,31850,SUMM.TXT,0.11309,0.69565,0.19454,4

ROUGE-1+StopWordRemoval+Stemming,31850,SUMM.TXT,0.06785,0.70455,0.12378,4

ROUGE-2+StopWordRemoval+Stemming,31850,SUMM.TXT,0.06574,0.42969,0.11404,4

ROUGE-SU4+StopWordRemoval+Stemming,31850,SUMM.TXT,0.07245,0.36290,0.12079,4

ROUGE-L+StopWordRemoval+Stemming,31058,SUMM.TXT,0.30476,0.55952,0.39460,4

ROUGE-1+StopWordRemoval+Stemming,31058,SUMM.TXT,0.30079,0.52902,0.38352,4

ROUGE-2+StopWordRemoval+Stemming,31058,SUMM.TXT,0.21440,0.27604,0.24135,4

ROUGE-SU4+StopWordRemoval+Stemming,31058,SUMM.TXT,0.26526,0.27966,0.27227,4

ROUGE-L+StopWordRemoval+Stemming,32149,SUMM.TXT,0.08011,0.46226,0.13655,4

ROUGE-1+StopWordRemoval+Stemming,32149,SUMM.TXT,0.07145,0.58028,0.12723,4

ROUGE-2+StopWordRemoval+Stemming,32149,SUMM.TXT,0.01602,0.11343,0.02808,4

ROUGE-SU4+StopWordRemoval+Stemming,32149,SUMM.TXT,0.04298,0.20327,0.07096,4

ROUGE-L+StopWordRemoval+Stemming,31970,SUMM.TXT,0.12286,0.40741,0.18879,3

ROUGE-1+StopWordRemoval+Stemming,31970,SUMM.TXT,0.15331,0.48069,0.23247,3

ROUGE-2+StopWordRemoval+Stemming,31970,SUMM.TXT,0.02009,0.04885,0.02847,3

ROUGE-SU4+StopWordRemoval+Stemming,31970,SUMM.TXT,0.10185,0.15065,0.12154,3

ROUGE-L+StopWordRemoval+Stemming,32025,SUMM.TXT,0.20944,0.55556,0.30420,4

ROUGE-1+StopWordRemoval+Stemming,32025,SUMM.TXT,0.22857,0.57749,0.32751,4

ROUGE-2+StopWordRemoval+Stemming,32025,SUMM.TXT,0.11991,0.22353,0.15609,4

ROUGE-SU4+StopWordRemoval+Stemming,32025,SUMM.TXT,0.17705,0.25296,0.20831,4

ROUGE-L+StopWordRemoval+Stemming,31610,SUMM.TXT,0.07968,0.38889,0.13226,3

ROUGE-1+StopWordRemoval+Stemming,31610,SUMM.TXT,0.14311,0.50769,0.22328,3

ROUGE-2+StopWordRemoval+Stemming,31610,SUMM.TXT,0.06156,0.15538,0.08819,3

ROUGE-SU4+StopWordRemoval+Stemming,31610,SUMM.TXT,0.08644,0.17491,0.11570,3

ROUGE-L+StopWordRemoval+Stemming,31851,SUMM.TXT,0.08881,0.39362,0.14492,4

ROUGE-1+StopWordRemoval+Stemming,31851,SUMM.TXT,0.13848,0.35633,0.19944,4

ROUGE-2+StopWordRemoval+Stemming,31851,SUMM.TXT,0.04011,0.11364,0.05929,4

ROUGE-SU4+StopWordRemoval+Stemming,31851,SUMM.TXT,0.08567,0.14018,0.10635,4

ROUGE-L+StopWordRemoval+Stemming,32389,SUMM.TXT,0.13101,0.48718,0.20649,3

ROUGE-1+StopWordRemoval+Stemming,32389,SUMM.TXT,0.14547,0.48122,0.22341,3

ROUGE-2+StopWordRemoval+Stemming,32389,SUMM.TXT,0.04574,0.08983,0.06062,3

ROUGE-SU4+StopWordRemoval+Stemming,32389,SUMM.TXT,0.09832,0.14714,0.11788,3

ROUGE-L+StopWordRemoval+Stemming,31059,SUMM.TXT,0.32795,0.44609,0.37800,4

ROUGE-1+StopWordRemoval+Stemming,31059,SUMM.TXT,0.33676,0.43155,0.37830,4

ROUGE-2+StopWordRemoval+Stemming,31059,SUMM.TXT,0.22574,0.16751,0.19232,4

ROUGE-SU4+StopWordRemoval+Stemming,31059,SUMM.TXT,0.26976,0.16497,0.20473,4

ROUGE-L+StopWordRemoval+Stemming,32144,SUMM.TXT,0.03903,0.68750,0.07386,3

ROUGE-1+StopWordRemoval+Stemming,32144,SUMM.TXT,0.02553,0.82796,0.04953,3

ROUGE-2+StopWordRemoval+Stemming,32144,SUMM.TXT,0.02384,0.63333,0.04595,3

ROUGE-SU4+StopWordRemoval+Stemming,32144,SUMM.TXT,0.02482,0.59080,0.04765,3

ROUGE-L+StopWordRemoval+Stemming,31053,SUMM.TXT,0.12970,0.46300,0.20264,3

ROUGE-1+StopWordRemoval+Stemming,31053,SUMM.TXT,0.13079,0.54520,0.21097,3

ROUGE-2+StopWordRemoval+Stemming,31053,SUMM.TXT,0.03771,0.12294,0.05772,3

ROUGE-SU4+StopWordRemoval+Stemming,31053,SUMM.TXT,0.08216,0.20701,0.11763,3

ROUGE-L+StopWordRemoval+Stemming,32021,SUMM.TXT,0.12335,0.41364,0.19003,4

ROUGE-1+StopWordRemoval+Stemming,32021,SUMM.TXT,0.11141,0.53738,0.18455,4

ROUGE-2+StopWordRemoval+Stemming,32021,SUMM.TXT,0.04619,0.12972,0.06813,4

ROUGE-SU4+StopWordRemoval+Stemming,32021,SUMM.TXT,0.10246,0.23762,0.14318,4

ROUGE-L+StopWordRemoval+Stemming,32384,SUMM.TXT,0.07097,0.55556,0.12586,3

ROUGE-1+StopWordRemoval+Stemming,32384,SUMM.TXT,0.09293,0.20418,0.12773,3

ROUGE-2+StopWordRemoval+Stemming,32384,SUMM.TXT,0.01977,0.03181,0.02438,3

ROUGE-SU4+StopWordRemoval+Stemming,32384,SUMM.TXT,0.05251,0.05986,0.05594,3

ROUGE-L+StopWordRemoval+Stemming,32143,SUMM.TXT,0.05811,0.46709,0.10335,3

ROUGE-1+StopWordRemoval+Stemming,32143,SUMM.TXT,0.07759,0.66424,0.13895,3

ROUGE-2+StopWordRemoval+Stemming,32143,SUMM.TXT,0.04655,0.27199,0.07950,3

ROUGE-SU4+StopWordRemoval+Stemming,32143,SUMM.TXT,0.06386,0.27696,0.10379,3

ROUGE-L+StopWordRemoval+Stemming,31979,SUMM.TXT,0.01826,0.28205,0.03430,3

ROUGE-1+StopWordRemoval+Stemming,31979,SUMM.TXT,0.01171,0.31111,0.02258,3

ROUGE-2+StopWordRemoval+Stemming,31979,SUMM.TXT,0.00000,0.00000,0.00000,3

ROUGE-SU4+StopWordRemoval+Stemming,31979,SUMM.TXT,0.00361,0.07179,0.00688,3

ROUGE-L+StopWordRemoval+Stemming,31857,SUMM.TXT,0.15216,0.37500,0.21648,4

ROUGE-1+StopWordRemoval+Stemming,31857,SUMM.TXT,0.16243,0.42480,0.23500,4

ROUGE-2+StopWordRemoval+Stemming,31857,SUMM.TXT,0.10973,0.17418,0.13464,4

ROUGE-SU4+StopWordRemoval+Stemming,31857,SUMM.TXT,0.17105,0.21240,0.18949,4

ROUGE-L+StopWordRemoval+Stemming,31618,SUMM.TXT,0.05848,0.35802,0.10053,3

ROUGE-1+StopWordRemoval+Stemming,31618,SUMM.TXT,0.03388,0.30208,0.06092,3

ROUGE-2+StopWordRemoval+Stemming,31618,SUMM.TXT,0.00031,0.01058,0.00060,3

ROUGE-SU4+StopWordRemoval+Stemming,31618,SUMM.TXT,0.01359,0.07204,0.02287,3

ROUGE-L+StopWordRemoval+Stemming,32825,SUMM.TXT,0.12896,0.50649,0.20558,3

ROUGE-1+StopWordRemoval+Stemming,32825,SUMM.TXT,0.14147,0.54167,0.22435,3

ROUGE-2+StopWordRemoval+Stemming,32825,SUMM.TXT,0.03539,0.09051,0.05089,3

ROUGE-SU4+StopWordRemoval+Stemming,32825,SUMM.TXT,0.10340,0.16844,0.12814,3

ROUGE-L+StopWordRemoval+Stemming,31617,SUMM.TXT,0.15959,0.31473,0.21179,4

ROUGE-1+StopWordRemoval+Stemming,31617,SUMM.TXT,0.21700,0.37598,0.27518,4

ROUGE-2+StopWordRemoval+Stemming,31617,SUMM.TXT,0.09696,0.11660,0.10587,4

ROUGE-SU4+StopWordRemoval+Stemming,31617,SUMM.TXT,0.15573,0.15476,0.15524,4

ROUGE-L+StopWordRemoval+Stemming,30886,SUMM.TXT,0.06095,0.49219,0.10846,4

ROUGE-1+StopWordRemoval+Stemming,30886,SUMM.TXT,0.04686,0.54444,0.08629,4

ROUGE-2+StopWordRemoval+Stemming,30886,SUMM.TXT,0.01143,0.13068,0.02102,4

ROUGE-SU4+StopWordRemoval+Stemming,30886,SUMM.TXT,0.02441,0.17326,0.04279,4

ROUGE-L+StopWordRemoval+Stemming,31854,SUMM.TXT,0.20422,0.54717,0.29743,3

ROUGE-1+StopWordRemoval+Stemming,31854,SUMM.TXT,0.27775,0.58541,0.37675,3

ROUGE-2+StopWordRemoval+Stemming,31854,SUMM.TXT,0.22367,0.32167,0.26386,3

ROUGE-SU4+StopWordRemoval+Stemming,31854,SUMM.TXT,0.23346,0.28208,0.25548,3

ROUGE-L+StopWordRemoval+Stemming,30888,SUMM.TXT,0.13555,0.48106,0.21151,3

ROUGE-1+StopWordRemoval+Stemming,30888,SUMM.TXT,0.19459,0.58953,0.29260,3

ROUGE-2+StopWordRemoval+Stemming,30888,SUMM.TXT,0.09603,0.20609,0.13101,3

ROUGE-SU4+StopWordRemoval+Stemming,30888,SUMM.TXT,0.13683,0.23361,0.17258,3

ROUGE-L+StopWordRemoval+Stemming,30887,SUMM.TXT,0.12139,0.39930,0.18617,5

ROUGE-1+StopWordRemoval+Stemming,30887,SUMM.TXT,0.16410,0.48743,0.24554,5

ROUGE-2+StopWordRemoval+Stemming,30887,SUMM.TXT,0.03266,0.06570,0.04363,5

ROUGE-SU4+StopWordRemoval+Stemming,30887,SUMM.TXT,0.10727,0.15426,0.12655,5

ROUGE-L+StopWordRemoval+Stemming,31855,SUMM.TXT,0.14450,0.48792,0.22297,3

ROUGE-1+StopWordRemoval+Stemming,31855,SUMM.TXT,0.14254,0.51111,0.22291,3

ROUGE-2+StopWordRemoval+Stemming,31855,SUMM.TXT,0.07060,0.25280,0.11037,3

ROUGE-SU4+StopWordRemoval+Stemming,31855,SUMM.TXT,0.09797,0.25676,0.14182,3

ROUGE-L+StopWordRemoval+Stemming,32809,SUMM.TXT,0.05872,0.60346,0.10703,3

ROUGE-1+StopWordRemoval+Stemming,32809,SUMM.TXT,0.04150,0.67120,0.07816,3

ROUGE-2+StopWordRemoval+Stemming,32809,SUMM.TXT,0.01731,0.28492,0.03263,3

ROUGE-SU4+StopWordRemoval+Stemming,32809,SUMM.TXT,0.03222,0.31211,0.05841,3

ROUGE-L+StopWordRemoval+Stemming,31839,SUMM.TXT,0.08175,0.64228,0.14504,3

ROUGE-1+StopWordRemoval+Stemming,31839,SUMM.TXT,0.07581,0.80180,0.13853,3

ROUGE-2+StopWordRemoval+Stemming,31839,SUMM.TXT,0.04065,0.34703,0.07277,3

ROUGE-SU4+StopWordRemoval+Stemming,31839,SUMM.TXT,0.07308,0.45185,0.12581,3

ROUGE-L+StopWordRemoval+Stemming,31040,SUMM.TXT,0.04164,0.55556,0.07747,3

ROUGE-1+StopWordRemoval+Stemming,31040,SUMM.TXT,0.02347,0.53030,0.04495,3

ROUGE-2+StopWordRemoval+Stemming,31040,SUMM.TXT,0.00275,0.04762,0.00520,3

ROUGE-SU4+StopWordRemoval+Stemming,31040,SUMM.TXT,0.01186,0.14000,0.02186,3

ROUGE-L+StopWordRemoval+Stemming,30991,SUMM.TXT,0.29871,0.46394,0.36343,4

ROUGE-1+StopWordRemoval+Stemming,30991,SUMM.TXT,0.35877,0.48674,0.41307,4

ROUGE-2+StopWordRemoval+Stemming,30991,SUMM.TXT,0.23706,0.21008,0.22276,4

ROUGE-SU4+StopWordRemoval+Stemming,30991,SUMM.TXT,0.27837,0.20782,0.23798,4

ROUGE-L+StopWordRemoval+Stemming,32135,SUMM.TXT,0.04901,0.75000,0.09201,4

ROUGE-1+StopWordRemoval+Stemming,32135,SUMM.TXT,0.02204,0.73750,0.04279,4

ROUGE-2+StopWordRemoval+Stemming,32135,SUMM.TXT,0.00833,0.21053,0.01603,4

ROUGE-SU4+StopWordRemoval+Stemming,32135,SUMM.TXT,0.01555,0.32500,0.02967,4

ROUGE-L+StopWordRemoval+Stemming,32378,SUMM.TXT,0.12947,0.44266,0.20034,3

ROUGE-1+StopWordRemoval+Stemming,32378,SUMM.TXT,0.14058,0.47410,0.21686,3

ROUGE-2+StopWordRemoval+Stemming,32378,SUMM.TXT,0.05485,0.11204,0.07364,3

ROUGE-SU4+StopWordRemoval+Stemming,32378,SUMM.TXT,0.10147,0.18257,0.13044,3

ROUGE-L+StopWordRemoval+Stemming,32136,SUMM.TXT,0.02441,0.46053,0.04636,4

ROUGE-1+StopWordRemoval+Stemming,32136,SUMM.TXT,0.02248,0.62069,0.04339,4

ROUGE-2+StopWordRemoval+Stemming,32136,SUMM.TXT,0.00449,0.08036,0.00851,4

ROUGE-SU4+StopWordRemoval+Stemming,32136,SUMM.TXT,0.01508,0.22037,0.02822,4

ROUGE-L+StopWordRemoval+Stemming,32134,SUMM.TXT,0.17331,0.46070,0.25187,3

ROUGE-1+StopWordRemoval+Stemming,32134,SUMM.TXT,0.19456,0.40009,0.26180,3

ROUGE-2+StopWordRemoval+Stemming,32134,SUMM.TXT,0.08968,0.14492,0.11080,3

ROUGE-SU4+StopWordRemoval+Stemming,32134,SUMM.TXT,0.12272,0.15099,0.13539,3

ROUGE-L+StopWordRemoval+Stemming,32376,SUMM.TXT,0.06219,0.35811,0.10598,4

ROUGE-1+StopWordRemoval+Stemming,32376,SUMM.TXT,0.21386,0.17605,0.19312,4

ROUGE-2+StopWordRemoval+Stemming,32376,SUMM.TXT,0.00729,0.00631,0.00677,4

ROUGE-SU4+StopWordRemoval+Stemming,32376,SUMM.TXT,0.14218,0.06223,0.08657,4

ROUGE-L+StopWordRemoval+Stemming,31042,SUMM.TXT,0.16773,0.49263,0.25026,3

ROUGE-1+StopWordRemoval+Stemming,31042,SUMM.TXT,0.24207,0.29680,0.26666,3

ROUGE-2+StopWordRemoval+Stemming,31042,SUMM.TXT,0.06917,0.05335,0.06024,3

ROUGE-SU4+StopWordRemoval+Stemming,31042,SUMM.TXT,0.17736,0.10748,0.13385,3

ROUGE-L+StopWordRemoval+Stemming,31165,SUMM.TXT,0.15313,0.38871,0.21971,3

ROUGE-1+StopWordRemoval+Stemming,31165,SUMM.TXT,0.16737,0.44253,0.24288,3

ROUGE-2+StopWordRemoval+Stemming,31165,SUMM.TXT,0.04687,0.09380,0.06250,3

ROUGE-SU4+StopWordRemoval+Stemming,31165,SUMM.TXT,0.12126,0.15942,0.13775,3

ROUGE-L+StopWordRemoval+Stemming,31846,SUMM.TXT,0.24572,0.43137,0.31309,3

ROUGE-1+StopWordRemoval+Stemming,31846,SUMM.TXT,0.32408,0.45852,0.37975,3

ROUGE-2+StopWordRemoval+Stemming,31846,SUMM.TXT,0.26038,0.17982,0.21273,3

ROUGE-SU4+StopWordRemoval+Stemming,31846,SUMM.TXT,0.31330,0.19325,0.23904,3

ROUGE-L+StopWordRemoval+Stemming,31604,SUMM.TXT,0.09976,0.24192,0.14127,3

ROUGE-1+StopWordRemoval+Stemming,31604,SUMM.TXT,0.15311,0.42020,0.22444,3

ROUGE-2+StopWordRemoval+Stemming,31604,SUMM.TXT,0.03582,0.06340,0.04578,3

ROUGE-SU4+StopWordRemoval+Stemming,31604,SUMM.TXT,0.10857,0.15359,0.12721,3

ROUGE-L+StopWordRemoval+Stemming,31969,SUMM.TXT,0.14080,0.39827,0.20805,3

ROUGE-1+StopWordRemoval+Stemming,31969,SUMM.TXT,0.13736,0.38788,0.20287,3

ROUGE-2+StopWordRemoval+Stemming,31969,SUMM.TXT,0.05110,0.10976,0.06973,3

ROUGE-SU4+StopWordRemoval+Stemming,31969,SUMM.TXT,0.08780,0.15706,0.11263,3

ROUGE-L+StopWordRemoval+Stemming,32936,SUMM.TXT,0.09762,0.39273,0.15637,4

ROUGE-1+StopWordRemoval+Stemming,32936,SUMM.TXT,0.12268,0.50952,0.19775,4

ROUGE-2+StopWordRemoval+Stemming,32936,SUMM.TXT,0.08319,0.21563,0.12006,4

ROUGE-SU4+StopWordRemoval+Stemming,32936,SUMM.TXT,0.09906,0.23297,0.13901,4

ROUGE-L+StopWordRemoval+Stemming,31843,SUMM.TXT,0.03332,0.36508,0.06107,3

ROUGE-1+StopWordRemoval+Stemming,31843,SUMM.TXT,0.01311,0.38889,0.02536,3

ROUGE-2+StopWordRemoval+Stemming,31843,SUMM.TXT,0.00032,0.02899,0.00064,3

ROUGE-SU4+StopWordRemoval+Stemming,31843,SUMM.TXT,0.00503,0.10303,0.00960,3

ROUGE-L+StopWordRemoval+Stemming,31601,SUMM.TXT,0.26285,0.43750,0.32840,4

ROUGE-1+StopWordRemoval+Stemming,31601,SUMM.TXT,0.34124,0.48990,0.40227,4

ROUGE-2+StopWordRemoval+Stemming,31601,SUMM.TXT,0.22512,0.22297,0.22404,4

ROUGE-SU4+StopWordRemoval+Stemming,31601,SUMM.TXT,0.28448,0.22678,0.25237,4

ROUGE-L+StopWordRemoval+Stemming,30874,SUMM.TXT,0.24638,0.40000,0.30494,5

ROUGE-1+StopWordRemoval+Stemming,30874,SUMM.TXT,0.23967,0.44663,0.31195,5

ROUGE-2+StopWordRemoval+Stemming,30874,SUMM.TXT,0.06963,0.09479,0.08028,5

ROUGE-SU4+StopWordRemoval+Stemming,30874,SUMM.TXT,0.16157,0.16607,0.16379,5

ROUGE-L+StopWordRemoval+Stemming,32139,SUMM.TXT,0.02400,0.59829,0.04616,3

ROUGE-1+StopWordRemoval+Stemming,32139,SUMM.TXT,0.00941,0.59829,0.01853,3

ROUGE-2+StopWordRemoval+Stemming,32139,SUMM.TXT,0.00021,0.03030,0.00042,3

